,link,titel,intro,datum,verantwoordelijk,pdfs
222,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/04/20/besluit-wob-verzoek-over-de-bommenregeling,Besluit Wob-verzoek over de bommenregeling,De minister van Binnenlandse Zaken en Koninkrijksrelaties heeft op 20 april 2020 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het betreft een verzoek over ingediende gemeenteraadsbesluiten voor de bommenregeling en de inzichtelijk gemaakte kosten over de periode 2015-2020 van 12 gemeenten.,2020/04/20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/04/20/besluit-wob-verzoek-over-de-bommenregeling/Beslissing+Wob-verzoek+over+gemeentefonds+bommenregeling.pdf']
223,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/04/10/besluit-op-wob-verzoek-over-ontwerpplannen-renovatie-binnenhof,Besluit op Wob-verzoek over ontwerpplannen renovatie Binnenhof,De minister van Binnenlandse Zaken en Koninkrijksrelaties heeft op 10 april een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het betreft een verzoek inzake de ontwerpplannen van architect Ellen van Loon voor de renovatie van het Binnenhof. Het bijgevoegde document is openbaar gemaakt.,2020/04/10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/04/10/besluit-op-wob-verzoek-over-ontwerpplannen-renovatie-binnenhof/Publicatie+Rijksoverheid.pdf']
224,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/04/10/besluit-wob-verzoek-over-benoemingen-raad-voor-het-openbaar-bestuur-rob-of-de-raad-voor-de-financiele-verhoudingen-rfv,Besluit Wob-verzoek over benoemingen Raad voor het openbaar bestuur (ROB) of de Raad voor de Financiële verhoudingen (Rfv),"Besluit op een verzoek over werving, selectie en benoeming van personen die per 1 juli 2009 of op latere datum lid waren van de Raad voor het openbaar bestuur (ROB) of de Raad voor de Financiële verhoudingen (Rfv). Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2020/04/10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/04/10/besluit-wob-verzoek-over-benoemingen-raad-voor-het-openbaar-bestuur-rob-of-de-raad-voor-de-financiele-verhoudingen-rfv/Besluit+Wob-verzoek+benoemingen+Rob+Rfv.pdf']
225,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/03/31/besluit-wob-verzoek-over-uitkeringen-appa-2005-tot-en-met-2011,Besluit Wob-verzoek over uitkeringen Appa 2005 tot en met 2011,Besluit Wob-verzoek over uitkeringen Appa 2005 tot en met 2011. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/03/31,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/31/besluit-wob-verzoek-over-uitkeringen-appa-2005-tot-en-met-2011/Wob-besluit+over+uitkeringen+Appa+2005+tot+en+met+2011.pdf']
226,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/03/25/besluit-wob-verzoek-omtrent-de-introductie-van-biometrie-op-reisdocumenten,Besluit Wob-verzoek omtrent de introductie van biometrie op reisdocumenten,Besluit op een verzoek omtrent de introductie van biometrie op reisdocumenten. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/03/25,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/25/besluit-wob-verzoek-omtrent-de-introductie-van-biometrie-op-reisdocumenten/Besluit+Wob-verzoek+omtrent+de+introductie+van+biometrie+op+reisdocumenten.pdf']
227,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/03/23/besluit-wob-verzoek-over-de-gronden-ten-zuiden-van-de-buiksloterdraaibrug-in-amsterdam,Besluit Wob-verzoek over de gronden ten zuiden van de Buiksloterdraaibrug in Amsterdam,Besluit op een verzoek om informatie over de gronden ten zuiden van de Buiksloterdraaibrug in Amsterdam. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/03/23,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/23/besluit-wob-verzoek-over-de-gronden-ten-zuiden-van-de-buiksloterdraaibrug-in-amsterdam/Besluit+Wob-verzoek+over+de+gronden+ten+zuiden+van+de+Buiksloterdraaibrug+in+Amsterdam.pdf']
228,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/03/18/besluit-wob-verzoek-gebouw-kralingse-plaslaan-108,Besluit Wob-verzoek gebouw Kralingse Plaslaan 108,Besluit op een verzoek om informatie over het gebouw Kralingse Plaslaan 108 in Rotterdam. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/03/18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/18/besluit-wob-verzoek-gebouw-kralingse-plaslaan-108/Besluit+Wob-verzoek+Kralingse+Plaslaan+Rotterdam.pdf']
229,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/03/13/besluit-op-verzoek-over-leerprogrammas-in-het-kader-van-diversiteit-en-inclusie,Besluit op wob-verzoek over leerprogramma's in het kader van diversiteit en inclusie,,2020/03/13,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/13/besluit-op-verzoek-over-leerprogrammas-in-het-kader-van-diversiteit-en-inclusie/Publicatie+Rijksoverheid.nl_Deel1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/13/besluit-op-verzoek-over-leerprogrammas-in-het-kader-van-diversiteit-en-inclusie/Publicatie+Rijksoverheid.nl_Deel2.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/13/besluit-op-verzoek-over-leerprogrammas-in-het-kader-van-diversiteit-en-inclusie/Publicatie+Rijksoverheid.nl_Deel3.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/13/besluit-op-verzoek-over-leerprogrammas-in-het-kader-van-diversiteit-en-inclusie/Publicatie+Rijksoverheid.nl_Deel4.pdf']"
230,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/03/05/besluit-op-wob-verzoek-inzake-aanbesteding-integrated-workplace-management-systeem-iwms,Besluit op Wob-verzoek inzake aanbesteding Integrated Workplace Management Systeem (IWMS),De minister van Binnenlandse Zaken en Koninkrijksrelaties heeft op 5 maart 2020 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het betreft een verzoek inzake aanbesteding Integrated Workplace Management Systeem (IWMS). Het bijgevoegde document is openbaar gemaakt.,2020/03/05,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/03/05/besluit-op-wob-verzoek-inzake-aanbesteding-integrated-workplace-management-systeem-iwms/Publicatie+RO.nl.pdf']
231,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/02/24/besluit-wob-verzoek-financien-huis-voor-klokkenluiders,Besluit op Wob-verzoek over financiën Huis voor Klokkenluiders,Besluit op een verzoek om informatie over de financiën van het Huis voor Klokkenluiders. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob). Het verzoek is onderdeel van een algemeen Wob-verzoek over het Huis voor Klokkenluiders.,2020/02/24,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/24/besluit-wob-verzoek-financien-huis-voor-klokkenluiders/Besluit+Wob-verzoek+financien+Huis+voor+Klokkenluiders.pdf']
232,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/02/21/besluit-wob-verzoek-over-de-capaciteit-versterkingsoperatie-groningen,Besluit Wob-verzoek over de capaciteit versterkingsoperatie Groningen,Besluit Wob-verzoek over de capaciteit versterkingsoperatie Groningen.  Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/02/21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/21/besluit-wob-verzoek-over-de-capaciteit-versterkingsoperatie-groningen/Wobverzoek+capaciteit+versterking.pdf']
233,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019,Besluit Wob-verzoek over de organisatie van het Democratiefestival 30 en 31 augustus 2019,Besluit op een verzoek om informatie over de organisatie van het Democratiefestival van 30 en 31 augustus 2019. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/02/13,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019/Besluit+op+Wob-verzoek+over+de+organisatie+van+het+Democratiefestival.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019/Bijlage+1+bij+Wob-verzoek+over+de+organisatie+van+het+Democratiefestival.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019/Bijlage+2+bij+Wob-verzoek+over+de+organisatie+van+het+Democratiefestival.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019/Bijlage+3+bij+Wob-verzoek+over+de+organisatie+van+het+Democratiefestival.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019/Bijlage+4+bij+Wob-verzoek+over+de+organisatie+van+het+Democratiefestival.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/13/besluit-wob-verzoek-over-de-organisatie-van-het-democratiefestival-30-en-31-augustus-2019/Bijlage+5+bij+Wob-verzoek+over+de+organisatie+van+het+Democratiefestival.pdf']"
234,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/02/06/besluit-op-wob-verzoek-over-de-nieuwe-hulsvesting-voor-de-rechtbank-almelo,Besluit op Wob-verzoek over de nieuwe huisvesting voor de rechtbank Almelo,Besluit om op verzoek informatie openbaar te maken over de nieuwe hulsvesting voor de rechtbank Almelo op het perceel Egbert Gorterstraat 3 in Almelo. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/02/06,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/06/besluit-op-wob-verzoek-over-de-nieuwe-hulsvesting-voor-de-rechtbank-almelo/Wob-besluit++nieuwbouw+en+de+plannen+voor+de+huisvesting+van+de+rechtbank+Almelo+.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/06/besluit-op-wob-verzoek-over-de-nieuwe-hulsvesting-voor-de-rechtbank-almelo/bijlage+I+bij+Wob-verzoek+beoogde+nieuwbouw+en+de+plannen+voor+de+huisvesting+van+de+rechtbank+Almelo+.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/06/besluit-op-wob-verzoek-over-de-nieuwe-hulsvesting-voor-de-rechtbank-almelo/Bijlage+II+Wob-verzoek+beoogde+nieuwbouw+en+de+plannen+voor+de+huisvesting+van+de+rechtbank+Almelo+.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/06/besluit-op-wob-verzoek-over-de-nieuwe-hulsvesting-voor-de-rechtbank-almelo/Bijlage+III+Wob-verzoek+beoogde+nieuwbouw+en+de+plannen+voor+de+huisvesting+van+de+rechtbank+Almelo+.pdf']"
235,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/02/06/besluit-verzoek-inzage-persoonsgegevens,Besluit verzoek inzage persoonsgegevens,Besluit op een verzoek om inzage in verwerkingen van persoonsgegevens. Het gaat om een verzoek op basis van de Algemene Verordening Gegevensbescherming.,2020/02/06,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/06/besluit-verzoek-inzage-persoonsgegevens/Besluit+verzoek+inzage+persoonsgegevens.pdf']
236,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/02/06/besluit-wob-verzoek-communicatie-over-fort-oranje,Besluit Wob-verzoek communicatie over Fort Oranje,,2020/02/06,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/02/06/besluit-wob-verzoek-communicatie-over-fort-oranje/Besluit+Wob-verzoek+communicatie+over+Fort+Oranje.pdf']
237,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/30/besluit-op-wob-verzoek-over-stranden,Besluit op Wob-verzoek over stranden,Besluit om op verzoek informatie openbaar te maken over de stranden. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/01/30,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/30/besluit-op-wob-verzoek-over-stranden/Wob-besluit+over+stranden.pdf']
238,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/20/besluit-wob-verzoek-kantorencomplex-aan-de-anna-van-hannoverstraat,Besluit Wob-verzoek kantorencomplex aan de Anna van Hannoverstraat,Besluit op een verzoek om documenten over kantorencomplex aan de Anna van Hannoverstraat. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/01/20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/20/besluit-wob-verzoek-kantorencomplex-aan-de-anna-van-hannoverstraat/Publicatie+Rijksoverheid.nl.pdf']
239,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/14/besluit-wob-verzoek-structuurvisie-buisleidingen,Besluit Wob-verzoek Structuurvisie Buisleidingen,"Besluit op een verzoek om documenten over de Structuurvisie Buisleidingen, en specifiek over het indicatieve tracé Laarbeek-Echt Susteren. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2020/01/14,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/14/besluit-wob-verzoek-structuurvisie-buisleidingen/DEEL+1+van+2++Publiceren+Besluit+wob-verzoek+over+Structuurvisie+ondergrondse+buisleidingen.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/14/besluit-wob-verzoek-structuurvisie-buisleidingen/DEEL+2+van+2+Besluit+wob-verzoek+Structuurvisie+ondergrondse+buisleidingen.pdf']"
240,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/10/besluit-op-wob-verzoek-over-programma-aanpak-stikstof,Besluit op Wob-verzoek over Programma Aanpak Stikstof,Besluit op een verzoek om documenten en communicatie over het Programma Aanpak Stikstof (PAS). Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/01/10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/10/besluit-op-wob-verzoek-over-programma-aanpak-stikstof/Besluit+op+Wob-verzoek+over+Programma+Aanpak+Stikstof.pdf']
241,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/07/besluit-wob-verzoek-over-joumalistiek-onderzoek-naar-cryptografische-apparatuur,Besluit wob-verzoek over joumalistiek onderzoek naar cryptografische apparatuur,De minister van Binnenlandse Zaken en Koninkrijksrelaties heeft op 7 januari 2020 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het betreft een verzoek over journalistiek onderzoek naar cryptografische apparatuur o.a. van Philips Crypto.,2020/01/07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/07/besluit-wob-verzoek-over-joumalistiek-onderzoek-naar-cryptografische-apparatuur/Publicatie+Rijksoverheid.nl.pdf']
242,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/07/besluit-wob-verzoek-over-meldingen-beroepsziekten,Besluit wob-verzoek over meldingen beroepsziekten,De minister van Binnenlandse Zaken en Koninkrijksrelaties heeft op 7 januari 2020 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het betreft een verzoek inzake meldingen beroepsziekten in de periode 2015 tot en met 2018.,2020/01/07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/07/besluit-wob-verzoek-over-meldingen-beroepsziekten/Publicatie+Rijksoverheid.nl.pdf']
243,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/01/07/besluit-wob-verzoek-over-politiek-en-sociale-media-manipulatie,Besluit Wob-verzoek over politiek en sociale media manipulatie,Besluit op Wob-verzoek over het onderzoek naar politieke en sociale media manipulatie. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/01/07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/01/07/besluit-wob-verzoek-over-politiek-en-sociale-media-manipulatie/Besluit+Wob-verzoek+over+politiek+en+sociale+media+manipulatie.pdf']
244,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/12/20/besluit-op-wob-verzoek-over-eindrapport-evaluatie-bureau-ict-toetsing-van-de-toezichtsraad-bit,Besluit op Wob-verzoek over eindrapport evaluatie Bureau ICT toetsing van de Toezichtsraad BIT,De minister van Binnenlandse Zaken en Koninkrijksrelaties heeft op 20 december 2019 een besluit genomen op een verzoek in het kader van de Wet openbaarheid van bestuur. Het betreft een verzoek inzake eindrapport evaluatie Bureau ICT toetsing van de Toezichtsraad BIT. Het bijgevoegde document is openbaar gemaakt.,2019/12/20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/12/20/besluit-op-wob-verzoek-over-eindrapport-evaluatie-bureau-ict-toetsing-van-de-toezichtsraad-bit/Besluit+op+Wob-verzoek+over+eindrapport+evaluatie+Bureau+ICT+toetsing+van+de+Toezichtsraad+BIT.pdf']
245,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/12/20/besluit-op-wob-verzoek-om-informatie-over-bureau-ict-toetsing-bit,Besluit op Wob-verzoek om informatie over Bureau ICT Toetsing (BIT),"Besluit op Wob-verzoek om informatie over alle correspondentie tussen het ministerie van Binnenlandse Zaken en Koninkrijksrelaties en de (leden van de) Toezichtraad van het Bureau ICT Toetsing (BIT), tussen 1 juli 2015 en 10 juni 2019. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).",2019/12/20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/12/20/besluit-op-wob-verzoek-om-informatie-over-bureau-ict-toetsing-bit/Besluit+op+Wob-verzoek+om+informatie+over+Bureau+ICT+Toetsing+%28BIT%29.pdf']
246,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/11/11/besluit-wob-verzoek-over-totstandkoming-antwoorden-op-kamervragen-over-al-dan-niet-vertragen-wob-verzoeken,Besluit Wob-verzoek over totstandkoming antwoorden op Kamervragen over al dan niet vertragen Wob-verzoeken,Besluit op Wob-verzoek over totstandkoming antwoorden op Kamervragen over al dan niet vertragen Wob-verzoeken. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2019/11/11,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/11/besluit-wob-verzoek-over-totstandkoming-antwoorden-op-kamervragen-over-al-dan-niet-vertragen-wob-verzoeken/Publicatie+Rijksoverheid.nl.pdf']
247,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/11/08/besluit-wob-verzoek-uitwisseling-bedrijfsleven-en-ministerie-bzk,Besluit Wob-verzoek uitwisseling bedrijfsleven en ministerie BZK,"Besluit op een verzoek om informatie over uitwisseling van medewerkers tussen bedrijven en het ministerie van Binnenlandse Zaken en Koninkrijksrelaties (BZK), en over strategisch beleidsadvies door marktpartijen. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).",2019/11/08,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/08/besluit-wob-verzoek-uitwisseling-bedrijfsleven-en-ministerie-bzk/Besluit+op+Wob-verzoek+over+uitwisseling+bedrijfsleven+en+ministerie+BZK.pdf']
248,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/11/07/besluit-op-wob-verzoek-over-hembrugterrein-en-ketelhuis-6-in-zaandam,Besluit op Wob-verzoek over Hembrugterrein en Ketelhuis 6 in Zaandam,Besluit op een verzoek om informatie over het Hembrugterrein en Ketelhuis 6 in Zaandam. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2019/11/07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/07/besluit-op-wob-verzoek-over-hembrugterrein-en-ketelhuis-6-in-zaandam/Besluit+op+Wob-verzoek+over+Hembrugterrein+en+Ketelhuis+6+te+Zaandam.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/07/besluit-op-wob-verzoek-over-hembrugterrein-en-ketelhuis-6-in-zaandam/B%E2%80%8Eijlage+1+Wob-verzoek+over+Hembrugterrein+en+Ketelhuis+6+te+Zaandam.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/07/besluit-op-wob-verzoek-over-hembrugterrein-en-ketelhuis-6-in-zaandam/Bijlage+2+Wob-verzoek+over+Hembrugterrein+en+Ketelhuis+6+te+Zaandam.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/07/besluit-op-wob-verzoek-over-hembrugterrein-en-ketelhuis-6-in-zaandam/Bijlage+3+Wob-verzoek+over+Hembrugterrein+en+Ketelhuis+6+te+Zaandam.pdf']"
249,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/11/04/besluit-wob-verzoek-pesthuiscomplex-leiden,Besluit Wob-verzoek Pesthuiscomplex Leiden,Besluit op een verzoek om informatie over het Pesthuiscomplex in Leiden. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2019/11/04,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/04/besluit-wob-verzoek-pesthuiscomplex-leiden/Besluit+Wob-verzoek+Pesthuiscomplex+Leiden.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/04/besluit-wob-verzoek-pesthuiscomplex-leiden/Bijlagen+bij+besluit+Wob-verzoek+Pesthuiscomplex+Leiden.pdf']"
250,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/11/01/beslissing-op-bezwaar-wob-verzoek-over-structuurvisie-ondergrondse-buisleidingen,Beslissing op bezwaar Wob-verzoek over structuurvisie ondergrondse buisleidingen,Beslissing op bezwaar Wob-verzoek over structuurvisie ondergrondse buisleidingen. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur.,2019/11/01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/11/01/beslissing-op-bezwaar-wob-verzoek-over-structuurvisie-ondergrondse-buisleidingen/Beslissing+op+bezwaar+trace+laarbeeksus.pdf']
251,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/10/22/beslissing-op-wob-verzoek-over-het-besluit-uitvoering-crisis--en-herstelwet-achttiende-tranche,Beslissing op Wob-verzoek over het Besluit uitvoering Crisis- en herstelwet achttiende tranche,Beslissing op Wob-verzoek over het Besluit uitvoering Crisis- en herstelwet achttiende tranche. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2019/10/22,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/10/22/beslissing-op-wob-verzoek-over-het-besluit-uitvoering-crisis--en-herstelwet-achttiende-tranche/Wob-verzoek+inzake+Besluit+uitvoering+Crisis-+en+herstelwet+achttiende.pdf']
252,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/10/15/besluit-wob-verzoek-over-financiering-politieke-partijen,Besluit Wob-verzoek over financiering politieke partijen,Besluit op een verzoek om informatie over verantwoordingen op grond van de Wet financiering politieke partijen. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2019/10/15,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/10/15/besluit-wob-verzoek-over-financiering-politieke-partijen/Wob+besluit+over+verantwoordingsstukken+Wfpp+2018.pdf']
253,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/10/10/beslissing-op-wob-verzoek-over-higherlevel-forum,Beslissing op Wob-verzoek over Higherlevel forum,Het ministerie van Binnenlandse Zaken en Koninkrijksrelaties heeft het verzoek om informatie openbaar te maken over Higherlevel forum afgewezen.,2019/10/10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/10/10/beslissing-op-wob-verzoek-over-higherlevel-forum/WOB+2019+189+Besluit++afwijzing+verzoek.pdf']
254,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2019/10/08/besluit-wob-verzoek-over-klokkenluider,Besluit Wob-verzoek over klokkenluider,Besluit op een verzoek om documenten over een klokkenluider. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2019/10/08,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2019/10/08/besluit-wob-verzoek-over-klokkenluider/Besluit-Wob-verzoek-over-klokkenluider.pdf']
