,link,titel,intro,datum,verantwoordelijk,pdfs
984,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit,Besluit op Wob-verzoek inzake bedrijfsopvolgingsfaciliteit,De minister van Financiën heeft beslist op een Wob-verzoek inzake bedrijfsopvolgingsfaciliteit. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/09/21,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Beslissing+op+Wob-verzoek+inzake+de+bedrijfsopvolgingsfaciliteit+Deel+1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Beslissing+op+Wob-verzoek+inzake+de+bedrijfsopvolgingsfaciliteit+Deel+2.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Bijlagen+bij+besluit+op+Wob-verzoek+over+Green+Safari+project.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Beslissing+op+Wob-verzoek+inzake+de+bedrijfsopvolgingsfaciliteit+Deel+4.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Beslissing+op+Wob-verzoek+inzake+de+bedrijfsopvolgingsfaciliteit+Deel+5.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Beslissing+op+Wob-verzoek+inzake+de+bedrijfsopvolgingsfaciliteit+Deel+6.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/21/besluit-op-wob-verzoek-inzake-bedrijfsopvolgingsfaciliteit/Beslissing+op+Wob-verzoek+inzake+de+bedrijfsopvolgingsfaciliteit+Deel+7.pdf']"
985,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/09/15/besluit-op-wob-verzoek-inzake-de-businesscase-fraude,Besluit op Wob-verzoek inzake de businesscase fraude,De minister van Financiën heeft beslist op een Wob-verzoek inzake de businesscase fraude,2020/09/15,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/15/besluit-op-wob-verzoek-inzake-de-businesscase-fraude/Besluit+Wob-verzoek+over+de+businesscase+fraude.pdf']
986,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/09/14/besluit-op-wob-verzoek-inzake-etnisch-profileren-belastingdienst-toeslagen,Besluit op Wob-verzoek inzake etnisch profileren Belastingdienst Toeslagen,De minister van Financiën heeft beslist op een Wob-verzoek inzake etnisch profileren Belastingdienst Toeslagen.,2020/09/14,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/14/besluit-op-wob-verzoek-inzake-etnisch-profileren-belastingdienst-toeslagen/Beslissing+op+Wob-verzoek+inzake+Etnisch+profileren+Belastingdienst+Toeslagen.pdf']
987,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/09/01/besluit-wob-verzoek-zvw-tarief-zeevarenden,Besluit Wob-verzoek Zvw-tarief zeevarenden,Besluit op een verzoek om informatie over de voorwaarden van het hanteren van het 0%-percentage voor de bijdrage Zorgverzekeringswet (Zvw) voor zeevarenden. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/09/01,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/09/01/besluit-wob-verzoek-zvw-tarief-zeevarenden/WOB+Zeevarenden.pdf']
988,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/27/besluit-op-wob-verzoek-inzake-tweede-deelbesluit-naar-de-vermogensrendementsheffing-van-box-3,Besluit op Wob-verzoek inzake tweede deelbesluit naar de vermogensrendementsheffing van box 3,De minister van Financiën heeft beslist op een Wob-verzoek inzake de vermogensrendementsheffing van box 3.,2020/08/27,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/27/besluit-op-wob-verzoek-inzake-tweede-deelbesluit-naar-de-vermogensrendementsheffing-van-box-3/Beslissing+op+Wob-verzoek+inzake+tweede+deelbesluit+naar+de+vermogensrendementsheffing+van+box+3.pdf']
989,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/27/besluit-op-wob-verzoek-inzake-box-3,Besluit op Wob-verzoek inzake box 3,De minister van Financiën heeft beslist op een Wob-verzoek inzake box 3.,2020/08/27,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/27/besluit-op-wob-verzoek-inzake-box-3/Beslissing+op+Wob-verzoek+inzake+box+3+Deel+1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/27/besluit-op-wob-verzoek-inzake-box-3/Beslissing+op+Wob-verzoek+inzake+box+3+Deel+2.pdf']"
990,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat,Beslissing op Wob-verzoek inzake Nederlands fiscaal vestigingsklimaat,De minister van Financiën heeft beslist op een Wob-verzoek inzake Nederlands fiscaal vestigingsklimaat.,2020/08/25,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Besluit+en+bijlage+1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+2.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+3.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+4.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+5.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+6.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+7.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+8.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+9.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel10.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+11.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/25/beslissing-op-wob-verzoek-inzake-nederlands-fiscaal-vestigingsklimaat/Deel+12.pdf']"
991,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/24/besluit-wob-verzoek-bouwstenennotitie-bor,Besluit Wob-verzoek Bouwstenennotitie BOR,De minister van Financiën heeft beslist op een Wob-verzoek over de Bouwstenennotitie BOR. Wob staat voor Wet openbaarheid van bestuur.,2020/08/24,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/24/besluit-wob-verzoek-bouwstenennotitie-bor/Beslissing+op+Wob-verzoek+inzake+Bouwstenennotitie+BOR.pdf']
992,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/20/besluit-op-wob-verzoek-over-fiscale-kwalificatie-van-apv-structuren,Besluit op Wob-verzoek over fiscale kwalificatie van APV-structuren,Besluit op een verzoek om informatie over fiscale kwalificatie van Afgezonderd Particulier Vermogen-structuren (APV-structuren). Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/08/20,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/20/besluit-op-wob-verzoek-over-fiscale-kwalificatie-van-apv-structuren/Besluit+op+Wob-verzoek+over+fiscale+kwalificatie+van+APV-structuren.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/20/besluit-op-wob-verzoek-over-fiscale-kwalificatie-van-apv-structuren/Bijlagen+bij+besluit+op+Wob-verzoek+over+fiscale+kwalificatie+van+APV-structuren.pdf']"
993,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/19/besluit-op-wob-verzoek-over-vastgoedexploitanten,Besluit op Wob-verzoek over vastgoedexploitanten,Besluit op een verzoek om informatie over bedrijfsopvolging vastgoedexploitanten. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/08/19,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/19/besluit-op-wob-verzoek-over-vastgoedexploitanten/Besluit+op+Wob-verzoek+over+vastgoedexploitanten.pdf']
994,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/08/12/besluit-op-wob-verzoek-over-verhuurderheffing,Besluit op Wob-verzoek over verhuurderheffing,Besluit op een verzoek om informatie over de juridische (on)houdbaarheid van de verhuurderheffing. Dit verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/08/12,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/12/besluit-op-wob-verzoek-over-verhuurderheffing/Besluit+op+Wob-verzoek+over+verhuurderheffing.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/12/besluit-op-wob-verzoek-over-verhuurderheffing/Inventarislijst+bij+besluit+op+Wob-verzoek+over+verhuurderheffing.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/08/12/besluit-op-wob-verzoek-over-verhuurderheffing/Bijlagen+bij+besluit+op+Wob-verzoek+over+verhuurderheffing.pdf']"
995,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/30/besluit-op-wob-verzoek-inzake-toepassing-artikel-13-tweede-lid-onder-b-van-de-wet-kinderopvang,Besluit op Wob-verzoek over toepassing artikel 13 Wet Kinderopvang,"Besluit om op verzoek informatie openbaar te maken over toepassing artikel 13, tweede lid onder b van de Wet Kinderopvang.  Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).",2020/07/30,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/30/besluit-op-wob-verzoek-inzake-toepassing-artikel-13-tweede-lid-onder-b-van-de-wet-kinderopvang/Beslissing+op+Wob-verzoek+inzake+toepassing+artikel+13%2C+tweede+lid+onder+b+van+de+Wet+Kinderopvang.pdf']
996,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/22/besluit-wob-verzoek-bestuurlijke-boeten-belastingdienst,Besluit Wob-verzoek bestuurlijke boeten Belastingdienst,Besluit op een verzoek om documenten over het opleggen van een bestuurlijke boete door de Belastingdienst. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/22,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/22/besluit-wob-verzoek-bestuurlijke-boeten-belastingdienst/WOB+Bestuurlijke+Boeten.pdf']
997,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/22/besluit-op-wob-verzoek-over-samenwerking-belastingdienst-en-onderwijsinstellingen,Besluit op Wob-verzoek over samenwerking Belastingdienst en onderwijsinstellingen,Besluit op een verzoek om informatie over samenwerking van de Belastingdienst met onderwijsinstellingen. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/22,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/22/besluit-op-wob-verzoek-over-samenwerking-belastingdienst-en-onderwijsinstellingen/Besluit+op+Wob-verzoek+over+samenwerking+Belastingdienst+en+onderwijsinstellingen.pdf']
998,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/21/besluit-op-wob-verzoek-over-afkoop-brits-pensioen,Besluit op Wob-verzoek over afkoop Brits pensioen,,2020/07/21,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/21/besluit-op-wob-verzoek-over-afkoop-brits-pensioen/afkoop+Brits+pensioen.pdf']
999,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/14/besluit-wob-verzoek-beleid-ingebrekestelling-belastingdienst,Besluit Wob-verzoek beleid ingebrekestelling Belastingdienst,Besluit op een verzoek om informatie over het door de Belastingdienst gevoerde beleid nadat de Belastingdienst in gebreke is gesteld vanwege niet tijdig beslissen op bezwaar.,2020/07/14,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/14/besluit-wob-verzoek-beleid-ingebrekestelling-belastingdienst/WOB+beleid+ingebrekestelling.pdf']
1000,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/14/besluit-op-wob-verzoek-over-documentatie-van-het-business-valuation-team-van-de-belastingdienst-over-de-waardering-van-aandelen-van-bestaande-bedrijven-en-start-ups,Besluit op Wob-verzoek over documentatie van het Business Valuation Team van de Belastingdienst over de waardering van aandelen van bestaande bedrijven en start-ups,,2020/07/14,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/14/besluit-op-wob-verzoek-over-documentatie-van-het-business-valuation-team-van-de-belastingdienst-over-de-waardering-van-aandelen-van-bestaande-bedrijven-en-start-ups/Wob-verzoek+over+documentatie+BVT+Belastingdienst+over+waardering+van+aandelen+van+bestaande+bedrijven+en+start-ups.pdf']
1001,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/13/besluit-wob-verzoek-gasrotonde,Besluit Wob-verzoek Gasrotonde,Besluit op een verzoek om informatie over de Nederlandse Gasrotonde. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/13,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/13/besluit-wob-verzoek-gasrotonde/Besluit+Wob-verzoek+Gasrotonde.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/13/besluit-wob-verzoek-gasrotonde/Bijlagen+besluit+Wob-verzoek+Gasrotonde+1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/13/besluit-wob-verzoek-gasrotonde/Bijlagen+besluit+Wob-verzoek+Gasrotonde+2.pdf']"
1002,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/09/besluit-op-wob-verzoek-over-beleid-belastingdienst-omtrent-covid-19-coronavirus,Besluit op Wob-verzoek over beleid Belastingdienst omtrent COVID-19 (coronavirus),Besluit op een verzoek om informatie over het beleid van de Belastingdienst omtrent COVID-19 (coronavirus). Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/09,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/09/besluit-op-wob-verzoek-over-beleid-belastingdienst-omtrent-covid-19-coronavirus/Beslissing+op+Wob-verzoek+inzake+beleid+van+de+Belastingdienst+omtrent+Covid-19.pdf']
1003,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/06/besluit-wob-verzoek-investeringsfonds-financien,Besluit Wob-verzoek Investeringsfonds (Financiën),Besluit van het ministerie van Financiën op een verzoek om documenten over het in de Miljoenennota 2020 aangekondigde investeringsfonds om het verdienvermogen van de Nederlandse economie te versterken. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/06,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/06/besluit-wob-verzoek-investeringsfonds-financien/DJZ+2020-106047+U+Besluit+op+Wob-verzoek+Investeringsfonds.pdf']
1004,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/01/besluit-wob-verzoek-saneringsakkoord,Besluit Wob-verzoek saneringsakkoord,Besluit op een verzoek om informatie over het beleid dat de Belastingdienst hanteert voor het toetreden tot of het aanvaarden van een saneringsakkoord van een schuldenaar. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/01,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/01/besluit-wob-verzoek-saneringsakkoord/Beslissing+op+Wob-verzoek+saneringsakkoord.pdf']
1005,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/07/01/besluit-wob-verzoek-ontslagen-na-integriteitsschendingen,Besluit Wob-verzoek ontslagen na integriteitsschendingen,Besluit op een verzoek om documenten over de ontslagen als gevolg van integriteitsschendingen bij de Belastingdienst. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/07/01,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/07/01/besluit-wob-verzoek-ontslagen-na-integriteitsschendingen/Beslissing+op+Wob-verzoek+inzake+ontslagen+na+integriteitsschendingen.pdf']
1006,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/29/besluit-wob-verzoek-over-de-behandeling-van-een-beroep-op-dwaling-door-een-belastingplichtige,Besluit Wob-verzoek over de behandeling van een beroep op dwaling door een belastingplichtige,Besluit op een verzoek om informatie over de behandeling van een beroep op dwaling door een belastingplichtige. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur.,2020/06/29,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/29/besluit-wob-verzoek-over-de-behandeling-van-een-beroep-op-dwaling-door-een-belastingplichtige/Besluit+Wob-verzoek+over+de+behandeling+van+een+beroep+op+dwaling+door+een+belastingplichtige.pdf']
1007,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/24/besluit-wob-verzoek-verslagen-managementteam-fraudebestrijding,Besluit Wob-verzoek verslagen managementteam Fraudebestrijding,Het ministerie van Financiën heeft gereageerd op een verzoek op basis van de Wet openbaarheid van bestuur (Wob). In het verzoek werd gevraagd om de verslagen die zijn opgesteld naar aanleiding van de vergaderingen van het MT-Fraude van de Belastingdienst en ook de presentaties die zijn gehouden bij de staatssecretaris.,2020/06/24,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/24/besluit-wob-verzoek-verslagen-managementteam-fraudebestrijding/Webversie+Wob-besluit+Verslagen+MT-Fraude.pdf']
1008,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/24/besluit-wob-verzoek-actieve-veredeling,Besluit Wob-verzoek actieve veredeling,Besluit op een verzoek over veredeling. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/24,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/24/besluit-wob-verzoek-actieve-veredeling/Besluit+Wob-verzoek+actieve+veredeling.pdf']
1009,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/24/besluit-wob-verzoek-besprekingen-en-procedure-gegevensuitwisseling-douane-belastingdienst-en-instructies-over-ob-invoer-jurisprudentie,Besluit Wob-verzoek besprekingen en procedure gegevensuitwisseling Douane-Belastingdienst en instructies over OB-invoer jurisprudentie,Besluit op een verzoek over besprekingen en procedure gegevensuitwisseling Douane-Belastingdienst en instructies over OB-invoer jurisprudentie. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/24,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/24/besluit-wob-verzoek-besprekingen-en-procedure-gegevensuitwisseling-douane-belastingdienst-en-instructies-over-ob-invoer-jurisprudentie/Besluit+Wob-verzoek+besprekingen+en+procedure+gegevensuitwisseling+Douane-Belastingdienst+en+instructies+over+OB-invoer+jurisprudentie.pdf']
1010,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/23/besluit-wob-verzoeken-munt-75-jaar-vrijheid,,,2020/06/23,,[]
1011,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce,Besluit Wob-verzoek over the American Chamber of Commerce,Besluit op een verzoek over the American Chamber of Commerce. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/22,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce/Besluit+op+Wob-verzoek+over+the+American+Chamber+of+Commerce.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce/Documenten+Wob-verzoek+over+the+American+Chamber+of+Commerce+Deel+1.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce/Documenten+Wob-verzoek+over+the+American+Chamber+of+Commerce+Deel+2.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce/Documenten+Wob-verzoek+over+the+American+Chamber+of+Commerce+Deel+3.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce/Documenten+Wob-verzoek+over+the+American+Chamber+of+Commerce+Deel+4.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/22/besluit-wob-verzoek-over-the-american-chamber-of-commerce/Documenten+Wob-verzoek+over+the+American+Chamber+of+Commerce+Deel+5.pdf']"
1012,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/17/besluit-wob-verzoek-project-ubs-luxemburg,Besluit Wob-verzoek project UBS Luxemburg,Besluit op een verzoek om documenten over het project UBS Luxemburg. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/17,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/17/besluit-wob-verzoek-project-ubs-luxemburg/Besluit+Wob-verzoek+project+UBS+Luxemburg.pdf']
1013,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/15/besluit-wob-verzoek-belastingdienst-over-delen-van-tips,Besluit Wob-verzoek Belastingdienst over delen van tips,Besluit op een verzoek over delen van tips Belastingdienst. Het gaat om een verzoek op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/15,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/15/besluit-wob-verzoek-belastingdienst-over-delen-van-tips/Besluit+Wob-verzoek+Belastingdienst+over+delen+van+tips.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/15/besluit-wob-verzoek-belastingdienst-over-delen-van-tips/Bijlage+bij+Wob+besluit+Belastingdienst+over+delen+van+tips.pdf']"
1014,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/12/besluit-op-wob-verzoek-over-twa-zeescheepsvaart,Besluit op Wob-verzoek over TWA zeescheepsvaart,Besluit op een verzoek om informatie over Tijdelijke Willekeurige Afschrijving  (TWA) (zee)scheepsvaart. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/12,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/12/besluit-op-wob-verzoek-over-twa-zeescheepsvaart/TWA+%28zee%29scheepvaart.pdf']
1015,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/12/besluit-op-wob-verzoek-verzuimboeten,Besluit op Wob-verzoek verzuimboeten,Besluit op een verzoek om informatie over verzuimboeten. Het verzoek is gedaan op basis van de Wet openbaarheid van bestuur (Wob).,2020/06/12,Ministerie van Financiën,"['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/12/besluit-op-wob-verzoek-verzuimboeten/WOB+beslissing+verzuimboeten.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/12/besluit-op-wob-verzoek-verzuimboeten/WOB+beslissing+verzuimboeten+pagina+5.pdf', 'https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/12/besluit-op-wob-verzoek-verzuimboeten/Bijlage+bij+WOB-beslissing+verzuimboeten.pdf']"
1016,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/06/10/besluit-op-wob-verzoek-inzake-beleid-belastingdienst-formeel-recht-covid-19,Besluit op Wob-verzoek inzake beleid Belastingdienst formeel recht Covid-19,De minister van Financiën heeft beslist op een Wob-verzoek inzake beleid Belastingdienst formeel recht Covid-19.,2020/06/10,Ministerie van Financiën,['https://www.rijksoverheid.nl/binaries/rijksoverheid/documenten/wob-verzoeken/2020/06/10/besluit-op-wob-verzoek-inzake-beleid-belastingdienst-formeel-recht-covid-19/Beslissing+op+Wob-verzoek+inzake+beleid+Belastingdienst+formeel+recht+Covid-19.pdf']
